_id,名称,产国,大类,类型
3164,腰带包,英国,枪械与单兵,附件
3165,KY-189智能安全听筒,美国,枪械与单兵,附件
3166,Irvin-GQ公司LLP MK 1低空降落伞,英国,枪械与单兵,附件
3167,马钶丛林靴,法国,枪械与单兵,附件
3168,BCB风镜,英国,枪械与单兵,附件
3169,TP-1E/TP-2E防弹衣,美国,枪械与单兵,附件
3170,葆旎（Bolle）护目镜,法国,枪械与单兵,附件
3171,马钶特种部队战斗服,法国,枪械与单兵,附件
3172,沙漠伪装外套和裤子,美国,枪械与单兵,附件
3173,EPS-21护目镜,美国,枪械与单兵,附件
3174,军用雨衣,英国,枪械与单兵,附件
3175,KillFlash ,美国,枪械与单兵,附件
3176,“狞獾”（PRM 4740A）跳频手持式收发机,英国,枪械与单兵,附件
3177,“马刀”巡逻包,英国,枪械与单兵,附件
3178,PTR349VHF/FM无线电台,英国,枪械与单兵,附件
3179,带嵌入物冷湿环境手套（美国）,美国,枪械与单兵,附件
3180,第二代拓展冷天气被服系统,英国,枪械与单兵,附件
3181,比利时轻型通用夜间观察系统,比利时,枪械与单兵,附件
3182,GB2战斗突击靴,英国,枪械与单兵,附件
3183,T系列装甲 ,美国,枪械与单兵,附件
3184,突击队员防弹衣,美国,枪械与单兵,附件
3185,飞标4,美国,枪械与单兵,附件
3186,5850沙漠靴 ,美国,枪械与单兵,附件
3187,Lucie夜视镜,法国,枪械与单兵,附件
3188,4156沙漠靴,美国,枪械与单兵,附件
3189,Irvin-GQ公司低空备用伞,英国,枪械与单兵,附件
3190,4155丛林靴 ,美国,枪械与单兵,附件
3191,BCB丛林靴 ,英国,枪械与单兵,附件
3192,GB7轻型沙漠靴,英国,枪械与单兵,附件
3193,Norge公司军用衬衫,挪威,枪械与单兵,附件
3194,AN/PVS-7D GenⅢ夜视镜,美国,枪械与单兵,附件
3195,伞兵空投包,美国,枪械与单兵,附件
3196,OGVN6夜视双目镜,意大利,枪械与单兵,附件
3197,泰利斯公司单目夜视镜,英国,枪械与单兵,附件
3198,比利时光学与精密仪器公司全息夜视镜,比利时,枪械与单兵,附件
3199,Portaguard手持式微波雷达地面监视系统,英国,枪械与单兵,附件
3200,空降攻击背包,美国,枪械与单兵,附件
3201,比利时光学与精密仪器公司头戴式光学投射系统,比利时,枪械与单兵,附件
3202,“福克斯”AT,法国,枪械与单兵,附件
3203,比利时光学与精密仪器公司红外线激光目标指示器,比利时,枪械与单兵,附件
3204,泰利斯公司“松鸦”夜视镜,英国,枪械与单兵,附件
3205,水兵作战背心,英国,枪械与单兵,附件
3206,DPM防风罩衣,英国,枪械与单兵,附件
3207,阿克顿ECW衬里长筒靴(加拿大),加拿大,枪械与单兵,附件
3208,突击队战术护目镜,法国,枪械与单兵,附件
3209,“野马”游泳救护员水母衣,加拿大,枪械与单兵,附件
3210,P1013外部露指手套,瑞典,枪械与单兵,附件
3211,勃朗宁P302式防弹背心,比利时,枪械与单兵,附件
3212,Helimun直升机驾驶员的夜视系统,比利时,枪械与单兵,附件
3213,CL-89,加拿大,枪械与单兵,附件
3214,ECW热靴,加拿大,枪械与单兵,附件
3215,PSP M31突击背心(加拿大),加拿大,枪械与单兵,附件
3216,DPM伞兵罩衣,英国,枪械与单兵,附件
3217,特殊场合蛙人工具套件,美国,枪械与单兵,附件
3218,MATIS MP手持式第三代热成像仪,法国,枪械与单兵,附件
3219,UGO白天和夜间护目镜,法国,枪械与单兵,附件
3220,RM520/540无线收发机,法国,枪械与单兵,附件
3221,塔迪兰公司HF-2000 HF无线电系统,以色列,枪械与单兵,附件
3222,828式空降兵头盔,德国,枪械与单兵,附件
3223,VIGY10海军监视系统,法国,枪械与单兵,附件
3224,特种作战防水背包,英国,枪械与单兵,附件
3225,马钶沙漠用靴,法国,枪械与单兵,附件
3226,空降部队帆布背包,法国,枪械与单兵,附件
3227,EL/S-e8811车载战术视频接受终端,以色列,枪械与单兵,附件
3228,军用袜,希腊,枪械与单兵,附件
3229,A-Ⅲ医疗背包,美国,枪械与单兵,附件
3230,Secrette头戴式耳机,美国,枪械与单兵,附件
3231,环境袜子系列,美国,枪械与单兵,附件
3232,Cougarnet通信系统,英国,枪械与单兵,附件
3233,"""美洲狮2000""安全无线电",英国,枪械与单兵,附件
3234,伞兵转换套件,美国,枪械与单兵,附件
3235,END200型战斗武装袋,希腊,枪械与单兵,附件
3236,镁框架雪鞋,美国,枪械与单兵,附件
3237,施玛篇头饰,美国,枪械与单兵,附件
3238,小艇内部通信系统,美国,枪械与单兵,附件
3239,空降攻击背包,美国,枪械与单兵,附件
3240,免遭窃听的小型手持式无线电,美国,枪械与单兵,附件
3241,CT400突击通信系统,英国,枪械与单兵,附件
3242,FBP手枪消音器,瑞士,枪械与单兵,附件
3243,SOPS突击步枪消减器,瑞士,枪械与单兵,附件
3244,MK23消音器,美国,枪械与单兵,附件
3245,M4A1室内近距离作战（CQB）武器,美国,枪械与单兵,附件
3246,奈特军械公司5.56毫米模块化武器系统,美国,枪械与单兵,附件
3247,BCB弯刀,英国,枪械与单兵,刀具
3248,SOG RFB81 X-42 Recondo,美国,枪械与单兵,刀具
3249,NRS侦察匕首,苏/俄,枪械与单兵,刀具
3250,艾克洪索尼根马克3格斗匕首,德国,枪械与单兵,刀具
3251,艾克洪索尼根USM7刺刀,德国,枪械与单兵,刀具
3252,艾克洪索尼根Cyprus SF II高级格斗匕首,德国,枪械与单兵,刀具
3253,费尔班-赛克斯格斗匕首,英国,枪械与单兵,刀具
3254,安普吉特费尔班匕首,英国,枪械与单兵,刀具
3255,KCB77艾克洪索尼根刺刀,德国,枪械与单兵,刀具
3256,SOG Scuba/Demo SSD99,美国,枪械与单兵,刀具
3257,S37海豹突击队Knife2000匕首,美国,枪械与单兵,刀具
3258,三色沙漠迷彩服（DCU）,美国,枪械与单兵,迷彩服
3259,非制式迷彩服,中国,枪械与单兵,迷彩服
3260,06式林地迷彩服,中国,枪械与单兵,迷彩服
3261,林地斑点迷彩,中国,枪械与单兵,迷彩服
3262,“马刀”袋子,英国,枪械与单兵,迷彩服
3263,11式迷彩服,中国,枪械与单兵,迷彩服
3264,05式特战服,中国,枪械与单兵,迷彩服
3265,海洋迷彩夏装,中国,枪械与单兵,迷彩服
3266,03式荒漠迷彩,中国,枪械与单兵,迷彩服
3267,三款非制式迷彩服,中国,枪械与单兵,迷彩服
3268,新型阻燃特战服,中国,枪械与单兵,迷彩服
3269,雪地迷彩服,中国,枪械与单兵,迷彩服
3270,07式特战迷彩服,中国,枪械与单兵,迷彩服
3271,06系列迷彩服,中国,枪械与单兵,迷彩服
3272,04数码迷彩,中国,枪械与单兵,迷彩服
3273,02式迷彩服,中国,枪械与单兵,迷彩服
3274,林地迷彩服,中国,枪械与单兵,迷彩服
3275,07式迷彩服,中国,枪械与单兵,迷彩服
3276,03式林地迷彩服,中国,枪械与单兵,迷彩服
3277,05系列夏迷彩服,中国,枪械与单兵,迷彩服
3278,仿制美式三色沙漠迷彩服,中国,枪械与单兵,迷彩服
3279,04式林地迷彩服,中国,枪械与单兵,迷彩服
3280,07式改迷彩服,中国,枪械与单兵,迷彩服
3281,07式海洋数码迷彩服,中国,枪械与单兵,迷彩服
3282,蓝色DPM迷彩服,印度,枪械与单兵,迷彩服
3283,笔刷迷彩服,印度,枪械与单兵,迷彩服
3284,07式城市数码迷彩服,中国,枪械与单兵,迷彩服
3285,07式航空迷彩作训服,中国,枪械与单兵,迷彩服
3286,四色林地迷彩(武警),中国,枪械与单兵,迷彩服
3287,97式迷彩作训服,中国,枪械与单兵,迷彩服
3288,DPM迷彩服,印度,枪械与单兵,迷彩服
3289,89四色林地迷彩服,中国,枪械与单兵,迷彩服
3290,07式数码迷彩服,中国,枪械与单兵,迷彩服
3291,07式空降迷彩服,中国,枪械与单兵,迷彩服
3292,新型迷彩夏作训,中国,枪械与单兵,迷彩服
3293,87式迷彩作训服,中国,枪械与单兵,迷彩服
3294,台湾海军陆战队改版(虎斑纹),中国,枪械与单兵,迷彩服
3295,石灰笔刷迷彩服,印度,枪械与单兵,迷彩服
3296,几何迷彩服,印度,枪械与单兵,迷彩服
3297,特警非制式迷彩服(武警),中国,枪械与单兵,迷彩服
3298,垂直条纹迷彩服,印度,枪械与单兵,迷彩服
3299,葡萄叶迷彩服,印度,枪械与单兵,迷彩服
3300,斑点迷彩服,印度,枪械与单兵,迷彩服
3301,森林及消防迷彩服,中国,枪械与单兵,迷彩服
3302,橙色斑点迷彩服,印度,枪械与单兵,迷彩服
3303,甲式野战服,中国,枪械与单兵,迷彩服
3304,三色干旱迷彩服,印度,枪械与单兵,迷彩服
3305,海军陆战队第一款迷彩服,中国,枪械与单兵,迷彩服
3306,直纹蜥蜴迷彩服,印度,枪械与单兵,迷彩服
3307,通用迷彩服,印度,枪械与单兵,迷彩服
3308,三色迷彩服,印度,枪械与单兵,迷彩服
3309,红色虎斑纹迷彩服,中国,枪械与单兵,迷彩服
3310,数码林地迷彩服,印度,枪械与单兵,迷彩服
3311,陆军林地迷彩服,中国,枪械与单兵,迷彩服
3312,数字迷彩通用战斗服,印度,枪械与单兵,迷彩服
3313,蓝色虎斑纹迷彩服,中国,枪械与单兵,迷彩服
3314,林地迷彩服,印度,枪械与单兵,迷彩服
3315,叶片迷彩服,印度,枪械与单兵,迷彩服
3316,陆军林地迷彩(早期版) ,中国,枪械与单兵,迷彩服
3317,混纺直条纹迷彩,中国,枪械与单兵,迷彩服
3318,标准DPM迷彩服,印度,枪械与单兵,迷彩服
3319,新式横条纹迷彩,中国,枪械与单兵,迷彩服
3320,数位迷彩（测试版）,中国,枪械与单兵,迷彩服
3321,东德雨滴式迷彩服,德国,枪械与单兵,迷彩服
3322,东德土豆/印花迷彩服,德国,枪械与单兵,迷彩服
3323,新式十字纹迷彩,中国,枪械与单兵,迷彩服
3324,航特部丛林数位迷彩,中国,枪械与单兵,迷彩服
3325,东德三色变形虫迷彩服,德国,枪械与单兵,迷彩服
3326,台湾数位城镇迷彩服,中国,枪械与单兵,迷彩服
3327,台湾城镇迷彩服 ,中国,枪械与单兵,迷彩服
3328,西德变形虫模式迷彩服,德国,枪械与单兵,迷彩服
3329,新式数位迷彩（三军通用）,中国,枪械与单兵,迷彩服
3330,99式6色沙漠迷彩服,中国,枪械与单兵,迷彩服
3331,西德沼泽式2型/马什迷彩服,德国,枪械与单兵,迷彩服
3332,五色海洋迷彩服,中国,枪械与单兵,迷彩服
3333,98式丛林迷彩服,中国,枪械与单兵,迷彩服
3334,西德雪地针松迷彩服,德国,枪械与单兵,迷彩服
3335,西德陆军分裂式迷彩服,德国,枪械与单兵,迷彩服
3336,99式海洋迷彩服 ,中国,枪械与单兵,迷彩服
3337,西德Leibermuster模式迷彩服,德国,枪械与单兵,迷彩服
3338,西德沼泽式3型迷彩服,德国,枪械与单兵,迷彩服
3339,西德狙击手专用夹克,德国,枪械与单兵,迷彩服
3340,西德大格局分裂式迷彩服,德国,枪械与单兵,迷彩服
3341,87式城市迷彩服,中国,枪械与单兵,迷彩服
3342,西德岩石迷彩服,德国,枪械与单兵,迷彩服
3343,新机专用夏布飞行服,中国,枪械与单兵,迷彩服
3344,89四色林地迷彩服（后期版）,中国,枪械与单兵,迷彩服
3345,四色横纹林地迷彩服,中国,枪械与单兵,迷彩服
3346,VKK-15系代偿服,中国,枪械与单兵,迷彩服
3347,三色污点伪装衣,中国,枪械与单兵,迷彩服
3348,二炮仿美虎斑纹迷彩,中国,枪械与单兵,迷彩服
3349,试飞团定制迷彩服 ,中国,枪械与单兵,迷彩服
3350,89式仿日四色林地迷彩服（早期版）,中国,枪械与单兵,迷彩服
3351,仿美M65四色林地迷彩服,中国,枪械与单兵,迷彩服
3352,99式空降兵四色城市迷彩,中国,枪械与单兵,迷彩服
3353,二炮定制四色林地迷彩 ,中国,枪械与单兵,迷彩服
3354,仿美法迷彩服（测试）,中国,枪械与单兵,迷彩服
3355,84式双面迷彩服,中国,枪械与单兵,迷彩服
3356,早期的四色林地迷彩,中国,枪械与单兵,迷彩服
3357,81式伪装衣（第2代）,中国,枪械与单兵,迷彩服
3358,碎石迷彩服,中国,枪械与单兵,迷彩服
3359,81式伪装衣（第1代）,中国,枪械与单兵,迷彩服
3360,空降部队荒漠迷彩服,中国,枪械与单兵,迷彩服
3361,合成纤维四色林地迷彩服,中国,枪械与单兵,迷彩服
3362,碎花迷彩（又称小黄花迷彩）,中国,枪械与单兵,迷彩服
3363,81式伪装衣（五色大叶）,中国,枪械与单兵,迷彩服
3364,93年“碎石”迷彩服,中国,枪械与单兵,迷彩服
3365,81式伪装衣（1984年产）,中国,枪械与单兵,迷彩服
3366,81式伪装衣（1985年产）,中国,枪械与单兵,迷彩服
3367,81式伪装衣（1988年产）,中国,枪械与单兵,迷彩服
3368,空降部队林地迷彩服,中国,枪械与单兵,迷彩服
3369,87式林地迷彩服,中国,枪械与单兵,迷彩服
3370,99式林地迷彩服,中国,枪械与单兵,迷彩服
3371,97式林地迷彩服,中国,枪械与单兵,迷彩服
3372,轮战部队自定迷彩,中国,枪械与单兵,迷彩服
3373,林地迷彩服,中国,枪械与单兵,迷彩服
3374,05式林地迷彩服,中国,枪械与单兵,迷彩服
3375,三色水波纹迷彩服,中国,枪械与单兵,迷彩服
3376,早期仿迷彩服,日本,枪械与单兵,迷彩服
3377,迷彩服I型(旧迷彩),日本,枪械与单兵,迷彩服
3378,航自数码迷彩服(试装版),日本,枪械与单兵,迷彩服
3379,87式荒漠迷彩冬作训服,中国,枪械与单兵,迷彩服
3380,实验锯齿式迷彩服,德国,枪械与单兵,迷彩服
3381,实验斑点迷彩服B型,德国,枪械与单兵,迷彩服
3382,87式海洋迷彩服,中国,枪械与单兵,迷彩服
3383,点状迷彩（II型）,日本,枪械与单兵,迷彩服
3384,沙漠迷彩服,日本,枪械与单兵,迷彩服
3385,航自野战迷彩服,日本,枪械与单兵,迷彩服
3386,迷彩服III型,日本,枪械与单兵,迷彩服
3387,陆自沙漠迷彩服,日本,枪械与单兵,迷彩服
3388,航空自卫队新型迷彩作业服,日本,枪械与单兵,迷彩服
3389,实验点状式迷彩服,德国,枪械与单兵,迷彩服
3390,“碎裂块”迷彩,德国,枪械与单兵,迷彩服
3391,三色林地迷彩服B,苏/俄,枪械与单兵,迷彩服
3392,丛林斑点迷彩服,德国,枪械与单兵,迷彩服
3393,沙漠迷彩服,德国,枪械与单兵,迷彩服
3394,迷彩跳伞服,德国,枪械与单兵,迷彩服
3395,三色林地迷彩服A,苏/俄,枪械与单兵,迷彩服
3396,陆自摩托兵迷彩,日本,枪械与单兵,迷彩服
3397,二式荒漠斑点迷彩服,德国,枪械与单兵,迷彩服
3398,仿意大利迷彩版,德国,枪械与单兵,迷彩服
3399,城市斑点迷彩服,德国,枪械与单兵,迷彩服
3400,海自数码迷彩服,日本,枪械与单兵,迷彩服
3401,热带伪装迷彩服,德国,枪械与单兵,迷彩服
3402,豌豆型(Dot pattern ),德国,枪械与单兵,迷彩服
3403,绿色版迷彩服,苏/俄,枪械与单兵,迷彩服
3404,冬季迷彩服,苏/俄,枪械与单兵,迷彩服
3405,”雷柏“迷彩服,苏/俄,枪械与单兵,迷彩服
3406,棕榈树（椰子树）C型,德国,枪械与单兵,迷彩服
3407,三色迷彩服,德国,枪械与单兵,迷彩服
3408,黄色版连头套迷彩服,苏/俄,枪械与单兵,迷彩服
3409,雾边（模糊边缘）D型,德国,枪械与单兵,迷彩服
3410,山地迷彩服,苏/俄,枪械与单兵,迷彩服
3411,橡树叶AB型(也叫EF型) ,德国,枪械与单兵,迷彩服
3412,悬铃木（Plane tree）,德国,枪械与单兵,迷彩服
3413,狙击手城市迷彩服,苏/俄,枪械与单兵,迷彩服
3414,绿色叶片连体迷彩服,苏/俄,枪械与单兵,迷彩服
3415,伪装服（草原色调）,中国,枪械与单兵,迷彩服
3416,阿米巴迷彩服,苏/俄,枪械与单兵,迷彩服
3417,伪装网（麻绳编织）,中国,枪械与单兵,迷彩服
3418,绿色叶片迷彩服套装,苏/俄,枪械与单兵,迷彩服
3419,蓝色叶片连体迷彩服,苏/俄,枪械与单兵,迷彩服
3420,人体型(body pattern),德国,枪械与单兵,迷彩服
3421,双面雪地迷彩服,苏/俄,枪械与单兵,迷彩服
3422,伪装服（可附加植物）,中国,枪械与单兵,迷彩服
3423,制式侦察伪装服（防红外）,中国,枪械与单兵,迷彩服
3424,制式伪装网（防红外）,中国,枪械与单兵,迷彩服
3425,棕色叶片迷彩服,苏/俄,枪械与单兵,迷彩服
3426,通用迷彩样式（Universal Camouflage Pattern）,美国,枪械与单兵,迷彩服
3427,新型雪地伪装服,中国,枪械与单兵,迷彩服
3428,上半身半覆盖式伪装服,美国,枪械与单兵,迷彩服
3429,狙击手自制伪装衣,中国,枪械与单兵,迷彩服
3430,波浪网型沙漠伪装服,中国,枪械与单兵,迷彩服
3431,NWU（Navy Working Uniform，海军工作服）,美国,枪械与单兵,迷彩服
3432,持久自由行动迷彩样式（OCP）,美国,枪械与单兵,迷彩服
3433,狙击手伪装服,美国,枪械与单兵,迷彩服
3434,沙漠伪装服,美国,枪械与单兵,迷彩服
3435,全身全覆盖式伪装服,美国,枪械与单兵,迷彩服
3436,伪装服（以草为主）,美国,枪械与单兵,迷彩服
3437,伪装服（麻绳和棉线编织）,美国,枪械与单兵,迷彩服
3438,六色沙漠迷彩服（DBDU）,美国,枪械与单兵,迷彩服
3439, ABU（空军作战服）,美国,枪械与单兵,迷彩服
3440,上半身半覆盖式伪装衣,日本,枪械与单兵,迷彩服
3441,海军陆战队作战服MCCUU (MARPAT),美国,枪械与单兵,迷彩服
3442,披风衣（以草伪装）,日本,枪械与单兵,迷彩服
3443,伪装衣,日本,枪械与单兵,迷彩服
3444,上半身半覆盖式伪装服（林地/森林色调）,波兰,枪械与单兵,迷彩服
3445,全身全覆盖式仿生伪装服（雪地）,波兰,枪械与单兵,迷彩服
3446,全身全覆盖式伪装服,日本,枪械与单兵,迷彩服
3447,波浪网型伪装服,美国,枪械与单兵,迷彩服
3448,制式半活动叶片仿生伪装服,美国,枪械与单兵,迷彩服
3449,蓑衣（椰树叶）,日本,枪械与单兵,迷彩服
3450,制式仿生连体伪装服,法国,枪械与单兵,迷彩服
3451,丛林四色迷彩(BDU),美国,枪械与单兵,迷彩服
3452,伪装网（巾）,德国,枪械与单兵,迷彩服
3453,后半身全覆盖式伪装服（枯草色调）,波兰,枪械与单兵,迷彩服
3454,全身全覆盖式伪装服（非制式）,法国,枪械与单兵,迷彩服
3455,迷彩网巾,法国,枪械与单兵,迷彩服
3456,上半身半覆盖式伪装服,法国,枪械与单兵,迷彩服
3457,全身全覆盖式伪装服,波兰,枪械与单兵,迷彩服
3458,全身覆盖式伪装服（林地色调）,伊朗,枪械与单兵,迷彩服
3459,伪装服（枯草沙漠/雪地/林地）,伊朗,枪械与单兵,迷彩服
3460,伪装服（尼龙或塑料）,伊朗,枪械与单兵,迷彩服
3461,制式仿生连体伪装服(林地/雪地),法国,枪械与单兵,迷彩服
3462,麻袋布伪装服,英国,枪械与单兵,迷彩服
3463,波浪网型伪装服,墨西哥,枪械与单兵,迷彩服
3464,纵纹蜥蜴迷彩服,新加坡,枪械与单兵,迷彩服
3465,09年数码迷彩服,新加坡,枪械与单兵,迷彩服
3466,伪装服（麻绳和棉线）,墨西哥,枪械与单兵,迷彩服
3467,伪装服（麻绳、棉线及天然草）,德国,枪械与单兵,迷彩服
3468,海军灰色数码迷彩服,新加坡,枪械与单兵,迷彩服
3469,仿生伪装服,墨西哥,枪械与单兵,迷彩服
